sentence,sentence_type
J'irai bien à la gare de austerlitz depuis la gare de Dinan,to_from
J'irai bien à la gare de austerlitz depuis la gare de Sain-Bel,to_from
J'irai bien à la gare de austerlitz depuis la gare de Les Laumes-Alésia,to_from
J'irai bien à la gare de austerlitz depuis la gare de St-Raphaël-Valescure,to_from
J'irai bien à la gare de austerlitz depuis la gare de Ste-Marie/-Ms-(-Théâtre,to_from
J'irai bien à la gare de austerlitz depuis la gare de Paimpol,to_from
J'irai bien à la gare de austerlitz depuis la gare de Delémont,to_from
J'irai bien à la gare de austerlitz depuis la gare de Colmar,to_from
J'irai bien à la gare de austerlitz depuis la gare de Bruyères Chanzy Gare,to_from
J'irai bien à la gare de austerlitz depuis la gare de Douai,to_from
J'irai bien à la gare de austerlitz depuis la gare de Millau,to_from
J'irai bien à la gare de austerlitz depuis la gare de Crépy-en-Valois,to_from
J'irai bien à la gare de austerlitz depuis la gare de Clion-sur-Indre,to_from
J'irai bien à la gare de austerlitz depuis la gare de Breil-sur-Roya,to_from
J'irai bien à la gare de austerlitz depuis la gare de Vienne,to_from
J'irai bien à la gare de austerlitz depuis la gare de Lons-le-Saunier,to_from
J'irai bien à la gare de austerlitz depuis la gare de Cannes,to_from
J'irai bien à la gare de austerlitz depuis la gare de Vesoul,to_from
J'irai bien à la gare de austerlitz depuis la gare de St-Rambert-en-Bugey,to_from
J'irai bien à la gare de austerlitz depuis la gare de Ternay-Barbières,to_from
J'irai bien à la gare de austerlitz depuis la gare de Vendeuvre (Aube),to_from
J'irai bien à la gare de austerlitz depuis la gare de Tours,to_from
J'irai bien à la gare de austerlitz depuis la gare de Beauvais-Gare-SNCF,to_from
J'irai bien à la gare de austerlitz depuis la gare de Quimper,to_from
J'irai bien à la gare de austerlitz depuis la gare de Herrlisheim (Bas-Rhin),to_from
J'irai bien à la gare de austerlitz depuis la gare de Crépy-en-Valois,to_from
J'irai bien à la gare de austerlitz depuis la gare de Aix-Gare-Routière,to_from
J'irai bien à la gare de austerlitz depuis la gare de Paris-Bercy,to_from
J'irai bien à la gare de austerlitz depuis la gare de Bussang (Gare SNCF),to_from
J'irai bien à la gare de austerlitz depuis la gare de St-Gervais-L-B-Le-Fayet,to_from
J'irai bien à la gare de austerlitz depuis la gare de Foix,to_from
Donne moi l'itinéraire pour aller à Coppet en partant de Vic-le-Comte,to_from
Donne moi l'itinéraire pour aller à Rambervillers (11 Nov) en partant de St-Dizier,to_from
Donne moi l'itinéraire pour aller à Gannat en partant de Lamure-sur-Azergues,to_from
Donne moi l'itinéraire pour aller à Meroux en partant de Tassin,to_from
Donne moi l'itinéraire pour aller à Clisson en partant de Mouchard,to_from
Donne moi l'itinéraire pour aller à Calais Fréthun en partant de Reignac,to_from
Donne moi l'itinéraire pour aller à Tours en partant de Châteauroux,to_from
Donne moi l'itinéraire pour aller à Pont-de-Dore en partant de Le-Breuil-sur-Couze-Lyc,to_from
Donne moi l'itinéraire pour aller à St-Etienne-Châteaucreux en partant de Vannes,to_from
Donne moi l'itinéraire pour aller à Lyon-St-Paul-la-Feuilée en partant de Capdenac,to_from
Donne moi l'itinéraire pour aller à Morlaix en partant de St-Flour-Chaudes-Aigues,to_from
Donne moi l'itinéraire pour aller à Toury en partant de Châteaudun,to_from
Donne moi l'itinéraire pour aller à Bitche en partant de Diemeringen,to_from
Donne moi l'itinéraire pour aller à Nevers en partant de Vienne-Gare-Routière,to_from
Donne moi l'itinéraire pour aller à Champagnole-PE-Victor en partant de Longages-Noé,to_from
Donne moi l'itinéraire pour aller à Valençay en partant de Allamps-Esat,to_from
Donne moi l'itinéraire pour aller à Le Mans en partant de Janzé,to_from
Donne moi l'itinéraire pour aller à Montmélian en partant de Lozanne,to_from
Donne moi l'itinéraire pour aller à St-Florentin-Vergigny en partant de Neuilly-lès-Dijon,to_from
Donne moi l'itinéraire pour aller à Dourdan en partant de Les Granges-Narboz,to_from
Donne moi l'itinéraire pour aller à Laroche-Migennes en partant de Wambrechies,to_from
Donne moi l'itinéraire pour aller à Voves en partant de Biel,to_from
Donne moi l'itinéraire pour aller à Lisieux en partant de Chambéry-Chal.-les-Eaux,to_from
Donne moi l'itinéraire pour aller à Millau en partant de Wesserling,to_from
Donne moi l'itinéraire pour aller à Ax-les-Thermes en partant de Krimmeri-Meinau,to_from
Donne moi l'itinéraire pour aller à Lille Flandres en partant de Châlons-en-Champagne,to_from
Donne moi l'itinéraire pour aller à Bourg-en-Bresse en partant de Nîmes,to_from
Donne moi l'itinéraire pour aller à Clamecy en partant de Rang du Fl. Verton Ber.,to_from
Donne moi l'itinéraire pour aller à Vernon-Giverny en partant de Sélestat,to_from
Donne moi l'itinéraire pour aller à St-Aignan-Noyers en partant de Lorient,to_from
Donne moi l'itinéraire pour aller à Ternay-Barbières en partant de Chaumont-sur-Tharonne,to_from
Donne moi l'itinéraire pour aller à Angers-St-Laud en partant de Grenoble-Gare-Routière,to_from
Donne moi l'itinéraire pour aller à Loches-Lycee-St-Denis en partant de Aurillac,to_from
Donne moi l'itinéraire pour aller à Niort en partant de Paimpol,to_from
Donne moi l'itinéraire pour aller à Connerré-Beillé en partant de Basel-SBB,to_from
Donne moi l'itinéraire pour aller à Niederbronn en partant de Keskastel,to_from
Donne moi l'itinéraire pour aller à La Douzillère en partant de La Rochelle-Ville,to_from
Donne moi l'itinéraire pour aller à Condat-le-Lardin en partant de Saint-Léonard Centre,to_from
Donne moi l'itinéraire pour aller à Mauriac-Lycée-Cortat en partant de Angers-St-Laud,to_from
Donne moi l'itinéraire pour aller à Oloron-Ste-Marie en partant de Allamps-Esat,to_from
Donne moi l'itinéraire pour aller à Vienne-Gare-Routière en partant de Urcay-Hotel-du-Lyon-d'O,to_from
Donne moi l'itinéraire pour aller à Mouscron / Moeskroen en partant de Ambérieu-en-Bugey,to_from
Donne moi l'itinéraire pour aller à St-Louis-57-Incliné en partant de Dunkerque,to_from
Donne moi l'itinéraire pour aller à Le Mont St Michel en partant de Lyon-St-Paul-Quai-Bondy,to_from
Donne moi l'itinéraire pour aller à Bouxwiller-Schattenmann en partant de Metzeral,to_from
Donne moi l'itinéraire pour aller à St-Pierre-de-Chandieu-R en partant de Ax-les-Thermes,to_from
Donne moi l'itinéraire pour aller à Aubrais-(les) en partant de Dijon-Porte-Neuve,to_from
Donne moi l'itinéraire pour aller à La Chaise-Dieu en partant de La Tour-du-Pin,to_from
Donne moi l'itinéraire pour aller à Saint-Claude en partant de Tourcoing,to_from
Donne moi l'itinéraire pour aller à Laroche-Migennes en partant de St-Marcellin,to_from
Je veux me rendre à Aix-les-Bains-le-Revard en partant de Marle-sur-Serre,to_from
Je veux me rendre à Toul en partant de Lyon-St-Paul,to_from
Je veux me rendre à Clermont-de-l'Oise en partant de Montreux-Vieux,to_from
Je veux me rendre à Entzheim-Aéroport en partant de Bouzonville,to_from
Je veux me rendre à Bourg-St-Maurice en partant de Le Mont St Michel,to_from
Je veux me rendre à Joinville en partant de Grasse,to_from
Je veux me rendre à Châteaudun-LEP-Paulsen en partant de Château-du-Loir,to_from
Je veux me rendre à Limoges-Bénédictins en partant de Paris-Montp.3-Vaug.,to_from
Je veux me rendre à Pontgibaud-Ville en partant de Port-Bou,to_from
Je veux me rendre à Le Mont St Michel en partant de Besançon-Franche-Comté,to_from
Je veux me rendre à Buswiller-Eglise en partant de Rue,to_from
Je veux me rendre à Riom_Es_M_la_Poste. en partant de La Brohinière,to_from
Je veux me rendre à St-Gilles-Croix-de-Vie en partant de Bar-sur-Aube,to_from
Je veux me rendre à Aix-les-Bains-le-Revard en partant de Dreux,to_from
Je veux me rendre à Tournai en partant de Rochefort,to_from
Je veux me rendre à Nouzonville en partant de Gannat,to_from
Je veux me rendre à L'Aigle en partant de Truyes-Pl-Du-Souvenir,to_from
Je veux me rendre à Herrlisheim (Bas-Rhin) en partant de Pornic,to_from
Je veux me rendre à Ambérieu-en-Bugey en partant de Keskastel,to_from
Je veux me rendre à Castelnaudary en partant de Kruth,to_from
Je veux me rendre à Le-Breuil-sur-Couze-Lyc en partant de Colomiers,to_from
Je veux me rendre à Mommenheim en partant de Mullheim-Baden-Bf,to_from
Je veux me rendre à Bellegarde-s-V. Gare en partant de Longwy,to_from
Je veux me rendre à Alès en partant de Le Mans,to_from
Je veux me rendre à Seurre en partant de nan,to_from
Je veux me rendre à Châlons-en-Champagne en partant de La-Rochelle-Pt-Dauphine,to_from
Je veux me rendre à Le-Mont-Dore-Gare en partant de Haguenau-Moulin-Neuf.,to_from
Je veux me rendre à Ste-Marie-/-Mines-Maire en partant de Paimpol,to_from
Je veux me rendre à Urcay-Hotel-du-Lyon-d'O en partant de St-Raphaël-Valescure,to_from
Je veux me rendre à Yvetot en partant de Neuilly-lès-Dijon,to_from
Je veux me rendre à Orange en partant de Ambert,to_from
Je veux me rendre à Mouchard en partant de Neufchâteau,to_from
Je veux me rendre à Lutterbach Tram-train en partant de Brive-la-Gaillarde,to_from
Je veux me rendre à Keskastel en partant de St-Georges-d'Aurac,to_from
Je veux me rendre à Cholet en partant de Le Havre,to_from
Je veux me rendre à Meroux en partant de Carmaux,to_from
Je veux me rendre à Bressuire en partant de Moûtiers-Salins-Brides,to_from
Je veux me rendre à Ville-sous-La-Ferté en partant de Bayel-Eglise,to_from
Je veux me rendre à Bas-Monistrol en partant de Mouscron / Moeskroen,to_from
Je veux me rendre à Rethel en partant de Courtalain-St-Pellerin,to_from
Je veux me rendre à Lure en partant de Cormery,to_from
Je veux me rendre à Chartres en partant de Chambourg-Chopin,to_from
Je veux me rendre à Ancenis en partant de La-Bresse (Pl Champtel),to_from
Je veux me rendre à Royan en partant de Diemeringen,to_from
Je veux me rendre à St Omer en partant de Vézelise Beauregard,to_from
Je veux me rendre à Vendôme en partant de Saverne-(Ht-Barr),to_from
Je veux me rendre à Pompadour en partant de Castelnaudary,to_from
Je veux me rendre à Pagny-sur-Moselle en partant de La Chaise-Dieu,to_from
Je veux me rendre à Ste-Marie/-Ms-(-Théâtre en partant de Châteaubriant,to_from
Je veux me rendre à Bressuire en partant de Mâcon-Ville,to_from
Comment aller à Touet-de-l'Escarène depuis Sarralbe,to_from
Comment aller à Dieppe depuis Vittel,to_from
Comment aller à Gap depuis Champagnole,to_from
Comment aller à Barenton-sur-Serre depuis Culmont-Chalindrey,to_from
Comment aller à Marseille-Blancarde depuis Romorantin-BA-G.R.,to_from
Comment aller à Thonon-les-Bains depuis Cluses (Hte-Savoie),to_from
Comment aller à Vienne depuis Albertville,to_from
Comment aller à Montmélian depuis Bouxwiller-Schattenmann,to_from
Comment aller à Sarre-Union depuis Ste-Marie-/-Ms-Pl-.CdG,to_from
Comment aller à Chagny depuis Brioude-Lycée-Lafayette,to_from
Comment aller à Bitche-Quartier-Driant depuis Commentry,to_from
Comment aller à Saverne depuis Villedieu (Gare),to_from
Comment aller à Thouars depuis Chalon-sur-Saône,to_from
Comment aller à Langeac depuis Mauzé,to_from
Comment aller à Brive-la-Gaillarde depuis Castelsarrasin,to_from
Comment aller à Sélestat-(Schweisguth) depuis Pont-de-Dore,to_from
Comment aller à Puyoô depuis Mons,to_from
Comment aller à Commentry depuis Bitche-Quartier-Driant,to_from
Comment aller à Marvejols Place Chayla depuis Le Mans,to_from
Comment aller à Ste-Marie-/-Ms-Pl-.CdG depuis Sarrebourg,to_from
Comment aller à Verneuil-sur-Serre depuis Avignon-Centre,to_from
Comment aller à Benfeld depuis Callac,to_from
Comment aller à Roanne-Gare-Routière depuis Pau,to_from
Comment aller à Igney (Centre) depuis Argentan,to_from
Comment aller à Beauvais-Gare-SNCF depuis Creutzwald G.R.,to_from
Comment aller à Evian-les-Bains depuis Kehl,to_from
Comment aller à Fougères depuis Laon-Gare-Routière-Poma,to_from
Comment aller à Lapeyrouse(Puy-de-Dôme) depuis Alençon,to_from
Comment aller à Lièpvre-(Rte-Vancelle) depuis Loches-LEP,to_from
Comment aller à Sarlat depuis Marseille-Blancarde,to_from
Comment aller à Mantes-la-Jolie depuis Issoire-Lycée-Deville,to_from
Comment aller à La-Rochelle-Pt-Dauphine depuis Valence-Ville,to_from
Comment aller à Chaumont-sur-Tharonne depuis La Roche-sur-Yon,to_from
Comment aller à Wambrechies depuis Willer-sur-Thur,to_from
Comment aller à Dossenheim-(Mairie) depuis Alès,to_from
Comment aller à Argentan depuis Boën,to_from
Comment aller à Le Croisic depuis Lutterbach Tram-train,to_from
Comment aller à Landerneau depuis Montélimar-G-Routière,to_from
Comment aller à Thesee depuis St-Denis-près-Martel,to_from
Comment aller à Givors-Ville depuis Toul,to_from
Comment aller à Krimmeri-Meinau depuis Chinon,to_from
Comment aller à Lunel depuis Liepvre-(-R.-GUTH-),to_from
Comment aller à Routot-Place-de-mairie depuis Hyères,to_from
Comment aller à Seurre depuis Tarbes,to_from
Comment aller à Besançon-Mouillère depuis Vorey,to_from
Comment aller à Coutras depuis Brou,to_from
Comment aller à Oloron-Ste-Marie depuis Ambert,to_from
Comment aller à Dinan depuis Martigny-les-B-Thiebaut,to_from
Comment aller à Juvancourt depuis Grenoble U.-Gières,to_from
Comment aller à Le Havre depuis Sarlat,to_from
Allons à Valence-Gare-Routière depuis Génolhac,to_from
Allons à La Forest depuis Montbazon,to_from
Allons à Neufchateau-Lp depuis St-Just-SNCF,to_from
Allons à Alençon depuis Cherbourg,to_from
Allons à Commentry depuis Mâcon-Loché-TGV,to_from
Allons à Besançon-Viotte depuis St-Emilion,to_from
Allons à Veynes-Dévoluy depuis Verdun,to_from
Allons à Delle depuis Creil,to_from
Allons à Rives depuis Issoire-Lycée-Deville,to_from
Allons à Poligny depuis Epernay,to_from
Allons à Montreuil-sur-Ille depuis St-Gervais-Ch-LPA.,to_from
Allons à BarentonÂ Cel depuis Cannes-la-Bocca,to_from
Allons à Dompierre-Halte-Rout. depuis Sarlat,to_from
Allons à Saverne-(Lycée-Verne) depuis Paimpol,to_from
Allons à St-Pierre-le-Moûtier depuis Bonneville,to_from
Allons à St Omer depuis Sélestat-(Schweisguth),to_from
Allons à Sarralbe depuis Le-Verdon,to_from
Allons à Lison depuis Amiens,to_from
Allons à Conflans-Jarny depuis Is-sur-Tille,to_from
Allons à Ettendorf-(Angle-Pont) depuis St-Amand-Montrond-Orval,to_from
Allons à Corcieux Le Conti depuis Sélestat-(Schweisguth),to_from
Allons à Vendeuvre (Aube) depuis St-Sulpice (Tarn),to_from
Allons à Montmélian depuis Pont-Audemer-Gare-SNCF,to_from
Allons à Mauriac-Lycée-Cortat depuis Thesee,to_from
Allons à Bouxwiller-Schattenmann depuis Valence-Ville,to_from
Allons à Bitche-Camp depuis Le Mans,to_from
Allons à Bar-sur-Aube depuis St-Mariens-St-Yzan,to_from
Allons à Ussel depuis Pont-Audemer-Gare-SNCF,to_from
Allons à Avignon-TGV depuis Truyes-St-Blaise,to_from
Allons à Pfaffenhoffen-(Mairie). depuis Charmes (Vosges),to_from
Allons à Entzheim-Aéroport depuis Port-de-Piles,to_from
Allons à La Chaux-de-Fonds depuis Lyon-Part-Dieu,to_from
Allons à Chambourg-Chopin depuis Dax,to_from
Allons à Oissel depuis Lyon-Perrache-Gare-Rout,to_from
Allons à Langogne depuis Reipertswiller-SP.,to_from
Allons à Coutances depuis Nantes,to_from
Allons à Loches depuis Rethel,to_from
Allons à Forbach depuis Hyères,to_from
Allons à Metzeral depuis Nogent-le-Rotrou,to_from
Allons à Saarbrücken /Sarrebruck depuis Etaples Le Touquet,to_from
Allons à Abbeville depuis Laqueuille,to_from
Allons à Avignon-TGV depuis Bitche-Quartier-Driant,to_from
Allons à Gap depuis Neufchateau-Lp,to_from
Allons à Lyon-St-Paul depuis Vire-Centre,to_from
Allons à Perl Gare DB depuis Chambourg-Chopin,to_from
Allons à Bresse-Claudel (la) depuis Champagnole-PE-Victor,to_from
Allons à Grandris-Centre depuis Chinon,to_from
Allons à Sarlat depuis Villefranche-sur-Saône,to_from
Allons à Bourges-Gare-Routière depuis Kruth,to_from
Allons à St-Raphaël-Valescure depuis Audun-le-Roman,to_from
Itiniréraire jusqu'a Sedan depuis Clisson,to_from
Itiniréraire jusqu'a Issoire depuis La-Rochelle-Pt-Dauphine,to_from
Itiniréraire jusqu'a Menton depuis Clelles-Mens,to_from
Itiniréraire jusqu'a Sélestat depuis Barr,to_from
Itiniréraire jusqu'a Herbitzheim R. Hambach depuis Paris-Montp.3-Vaug.,to_from
Itiniréraire jusqu'a Langogne depuis Dax,to_from
Itiniréraire jusqu'a Perpignan depuis L'Arbresle,to_from
Itiniréraire jusqu'a Eymoutiers-Vassiviere depuis Sèlestat-(Schwilgué),to_from
Itiniréraire jusqu'a Argenton-sur-Creuse depuis Mauriac-Lycée-Cortat,to_from
Itiniréraire jusqu'a Mâcon-Loché-TGV depuis La Tour-du-Pin,to_from
Itiniréraire jusqu'a Monaco-Monte-Carlo depuis Bitche-Quartier-Driant,to_from
Itiniréraire jusqu'a Bourges-Gare-Routière depuis Bruyères (Vosges),to_from
Itiniréraire jusqu'a Niedermodern/Uberach depuis Chaumont,to_from
Itiniréraire jusqu'a Pagny-sur-Moselle depuis Toulon,to_from
Itiniréraire jusqu'a Laissac-Foirail depuis St Pol sur Ternoise,to_from
Itiniréraire jusqu'a Mulhouse-Gare-Centrale depuis Tende,to_from
Itiniréraire jusqu'a BarentonÂ Cel depuis Muret,to_from
Itiniréraire jusqu'a St-Priest depuis Lyon-Part-Dieu-Gare-Rou,to_from
Itiniréraire jusqu'a St-Gervais-Mairie depuis Le Buisson,to_from
Itiniréraire jusqu'a Grenoble U.-Gières depuis Annecy,to_from
Itiniréraire jusqu'a Chatellerault depuis Orléans,to_from
Itiniréraire jusqu'a Luc-en-Diois depuis Chedde,to_from
Itiniréraire jusqu'a Clermont-de-l'Oise depuis St-Jean-de-Bassel-Eglis,to_from
Itiniréraire jusqu'a Frohmuhl- (Lavoir) depuis Roanne-Gare-Routière,to_from
Itiniréraire jusqu'a Nantes depuis Neuchâtel,to_from
Itiniréraire jusqu'a Nogent-sur-Seine depuis Coutras,to_from
Itiniréraire jusqu'a Bort-les-Orgues depuis La-Bresse (Pl Champtel),to_from
Itiniréraire jusqu'a St-Junien depuis Boën,to_from
Itiniréraire jusqu'a Saverne depuis St-Jean-de-Bassel-Eglis,to_from
Itiniréraire jusqu'a St-Martin-d'Hères depuis Châteauroux,to_from
Itiniréraire jusqu'a Annonay-Gare-Route depuis Niederbronn,to_from
Itiniréraire jusqu'a Sens depuis Valence-Gare-Routière,to_from
Itiniréraire jusqu'a Chambourg-Chopin depuis St-Rambert-en-Bugey,to_from
Itiniréraire jusqu'a Sewen-(Eglise) depuis Port-Bou,to_from
Itiniréraire jusqu'a Auch depuis Ingwiller,to_from
Itiniréraire jusqu'a Jougne depuis Compiègne,to_from
Itiniréraire jusqu'a Vernon-Giverny depuis St-Marcellin,to_from
Itiniréraire jusqu'a Vire-Centre depuis Montivilliers,to_from
"Itiniréraire jusqu'a Jougne depuis Ettendorf-Pl,-de-L'ecol",to_from
Itiniréraire jusqu'a Boussens depuis Mauriac,to_from
Itiniréraire jusqu'a Sewen-(Eglise) depuis Sancerre-Porte-Cesar,to_from
Itiniréraire jusqu'a Voves depuis Bitche,to_from
Itiniréraire jusqu'a Pauillac depuis Marseille-St-Charles,to_from
Itiniréraire jusqu'a Morcenx depuis Mazamet,to_from
Itiniréraire jusqu'a Clelles-Mens depuis Marle-sur-Serre,to_from
Itiniréraire jusqu'a Châteaubriant depuis Riom_Es_M_la_Poste.,to_from
Itiniréraire jusqu'a Sablé-sur-Sarthe depuis Bayonne,to_from
Itiniréraire jusqu'a Neuchâtel depuis Nîmes,to_from
Itiniréraire jusqu'a Limoges-Bénédictins depuis Cannes,to_from
Itiniréraire jusqu'a Paris-Austerlitz depuis Virieu-le-Grand-Belley,to_from
itinéraire jusqu'a Cambo-les-Bains en partant de Pont-St-Vincent,to_from
itinéraire jusqu'a Etaples Le Touquet en partant de Pauillac,to_from
itinéraire jusqu'a Royan en partant de Kédange (Eglise),to_from
itinéraire jusqu'a Bedous en partant de Veigné,to_from
itinéraire jusqu'a Bouzonville en partant de Limoges-Bénédictins,to_from
itinéraire jusqu'a Lyon-St-Paul-Quai-Bondy en partant de Monsempron-Libos,to_from
itinéraire jusqu'a Romorantin-BA-G.R. en partant de Carcassonne,to_from
itinéraire jusqu'a Bidos en partant de Bourg-en-Bresse,to_from
itinéraire jusqu'a Verdun en partant de Roanne-Gare-Routière,to_from
itinéraire jusqu'a Bonneville en partant de Vittel,to_from
itinéraire jusqu'a Cholet en partant de Digoin,to_from
itinéraire jusqu'a Laval en partant de Loches,to_from
itinéraire jusqu'a Normandie en partant de Luchon-Richelieu,to_from
itinéraire jusqu'a Bar-sur-Aube en partant de Dijon-Ville,to_from
itinéraire jusqu'a Ternay-Barbières en partant de St-Vit,to_from
itinéraire jusqu'a Vendôme-Villiers-s-Loir en partant de Bort-les-Orgues,to_from
itinéraire jusqu'a Corbigny en partant de Longages-Noé,to_from
itinéraire jusqu'a La Tour-du-Pin en partant de Rosporden,to_from
itinéraire jusqu'a Montluçon-Ville en partant de Commentry,to_from
itinéraire jusqu'a Dossenheim-(Mairie) en partant de Joinville,to_from
itinéraire jusqu'a Epierre-St-Léger en partant de Luchon,to_from
itinéraire jusqu'a St Quentin en partant de Travers,to_from
itinéraire jusqu'a Rambervillers (11 Nov) en partant de Génolhac,to_from
itinéraire jusqu'a Cernay (Haut-Rhin) en partant de Angoulême,to_from
itinéraire jusqu'a Les Laumes-Alésia en partant de Mâcon-Ville,to_from
itinéraire jusqu'a Laissac-Foirail en partant de Châteauroux-Charmilles,to_from
itinéraire jusqu'a Sancerre-Porte-Cesar en partant de Serquigny,to_from
itinéraire jusqu'a Fécamp en partant de Hirson,to_from
itinéraire jusqu'a Erstein en partant de Audun-le-Roman,to_from
itinéraire jusqu'a Vallorcine en partant de Sélestat,to_from
itinéraire jusqu'a Vezin-Carrefour en partant de St-Jean-de-Maurienne-A.,to_from
itinéraire jusqu'a Sarrebourg-LP-Messmer en partant de Entzheim-Aéroport,to_from
itinéraire jusqu'a St-Junien en partant de Etang,to_from
itinéraire jusqu'a Mauriac-Lycée-Cortat en partant de Evreux,to_from
itinéraire jusqu'a Mont-de-Marsan en partant de Annemasse,to_from
itinéraire jusqu'a Barr en partant de Béziers,to_from
itinéraire jusqu'a Munster en partant de Dax,to_from
itinéraire jusqu'a Orange en partant de Culoz,to_from
itinéraire jusqu'a Clisson en partant de Montchanin,to_from
itinéraire jusqu'a Obermodern en partant de St Christophe / Nais C.,to_from
itinéraire jusqu'a Carnoules en partant de Ste-Marie/-Ms-(-Théâtre,to_from
itinéraire jusqu'a Pont-St-Vincent en partant de Loches-Lycee-St-Denis,to_from
itinéraire jusqu'a Lyon-Gorge-de-Loup en partant de Manosque-Gréoux,to_from
itinéraire jusqu'a Modane en partant de Savenay,to_from
itinéraire jusqu'a Perl Gare DB en partant de Cernay-(Lycée),to_from
itinéraire jusqu'a St-Florentin-Vergigny en partant de Prissé-la-Charrière,to_from
itinéraire jusqu'a Longuyon en partant de Pau,to_from
itinéraire jusqu'a Mâcon-Loché-TGV en partant de Vierzon,to_from
itinéraire jusqu'a Paris-Est en partant de Montélimar-G-Routière,to_from
itinéraire jusqu'a Lesparre en partant de La Roche-sur-Foron,to_from
Je veux trouver un trajet de Les Sables-d'Olonne à Ettendorf-(Angle-Pont),from_to
Je veux trouver un trajet de Avignon-TGV à Vallon-en-Sully,from_to
Je veux trouver un trajet de Vire-Centre à Gérardmer La Mauselaine,from_to
Je veux trouver un trajet de Dourdan à Longwy,from_to
Je veux trouver un trajet de Château-Gaillard à Vernon-Giverny,from_to
Je veux trouver un trajet de Argentan à Loches,from_to
Je veux trouver un trajet de Mirecourt à Bordeaux-St-Jean,from_to
Je veux trouver un trajet de Vezin-Carrefour à Thionville,from_to
Je veux trouver un trajet de Normandie à Bergerac,from_to
Je veux trouver un trajet de Le-Breuil-sur-Couze-Lyc à Chaumont-sur-Tharonne,from_to
Je veux trouver un trajet de Fénétrange (Gendarm.) à Pontgibaud-Ville,from_to
Je veux trouver un trajet de Epierre-St-Léger à Morcenx,from_to
Je veux trouver un trajet de Chartres à Morcenx,from_to
Je veux trouver un trajet de Eguzon à St Pol sur Ternoise,from_to
Je veux trouver un trajet de Montbrison à Bléré-la-Croix,from_to
Je veux trouver un trajet de Sarralbe Centre à Chauffailles-Gambetta,from_to
Je veux trouver un trajet de Rambervillers à Bourg-en-Bresse Gare R,from_to
Je veux trouver un trajet de St-Dizier à Rue,from_to
Je veux trouver un trajet de Kruth à Retiers,from_to
Je veux trouver un trajet de Roanne à Joinville,from_to
Je veux trouver un trajet de Le Tréport-Mers-Les-B à Coppet,from_to
Je veux trouver un trajet de Contrexéville à Carpentras,from_to
Je veux trouver un trajet de Givors-Ville à La Souterraine,from_to
Je veux trouver un trajet de Antibes à Carmaux,from_to
Je veux trouver un trajet de Montchanin à Redon,from_to
Je veux trouver un trajet de Thionville à Le Creusot,from_to
Je veux trouver un trajet de Le Mans à Maubeuge,from_to
Je veux trouver un trajet de Brioude-Lycée-Lafayette à Cahors,from_to
Je veux trouver un trajet de Paris-Gare-de-Lyon à Quimperlé,from_to
Je veux trouver un trajet de Corcieux Le Conti à Busigny,from_to
Je veux trouver un trajet de Le Mont Dore Ski à Vendôme,from_to
Je veux trouver un trajet de Mâcon-Loché-TGV à La Chaux-de-Fonds,from_to
Je veux trouver un trajet de Langogne à Herbitzheim Mairie,from_to
Je veux trouver un trajet de Truyes-Pl-Du-Souvenir à Arches,from_to
Je veux trouver un trajet de Le Mont St Michel à St-Pierre-de-Chandieu-R,from_to
Je veux trouver un trajet de Figeac à Landau-Pfalz-Hbf,from_to
Je veux trouver un trajet de Laroche-Migennes à Rouen-Rive-Droite,from_to
Je veux trouver un trajet de Vif à Luçay-le-Male,from_to
Je veux trouver un trajet de Tassin à Agen,from_to
Je veux trouver un trajet de Toulon à WINDEN PFALZ,from_to
Je veux trouver un trajet de Sucé-Sur-Erdre à Lunéville (Cité Scolai),from_to
Je veux trouver un trajet de Ax-les-Thermes à St-Georges-d'Aurac,from_to
Je veux trouver un trajet de Perpignan à Le Mont Dore Ski,from_to
Je veux trouver un trajet de Rue à Langeac,from_to
Je veux trouver un trajet de Argenton-sur-Creuse à Revigny,from_to
Je veux trouver un trajet de Ste-Croix/Mines-Sq-de-G à Perpignan,from_to
Je veux trouver un trajet de Avallon à Chaumont-sur-Tharonne,from_to
Je veux trouver un trajet de Clermont-de-l'Oise à Courtalain-Centre,from_to
Je veux trouver un trajet de Fécamp à Bourg-en-Bresse,from_to
Je veux trouver un trajet de Digoin à Paris-Gare-de-Lyon,from_to
Trouve le chemin pour Gramat depuis Chauffailles-Gambetta,to_from
Trouve le chemin pour Breil-sur-Roya depuis WOERTH RHEIN,to_from
Trouve le chemin pour Mirecourt depuis Montivilliers,to_from
Trouve le chemin pour Bueil depuis Droué (Centre),to_from
Trouve le chemin pour Privas-Cours-du-Palais depuis Le Tréport-Mers-Les-B,to_from
Trouve le chemin pour Martigny-les-B-Thiebaut depuis Joinville,to_from
Trouve le chemin pour Cavaillon depuis Saint-Claude,to_from
Trouve le chemin pour L'Arbresle depuis Gardanne,to_from
Trouve le chemin pour Rethel depuis Mirecourt,to_from
Trouve le chemin pour Neuchâtel depuis Salbris,to_from
Trouve le chemin pour Muret depuis Châteauroux Gare Rout.,to_from
Trouve le chemin pour Saint-Cyprien-Arènes depuis Cormery,to_from
Trouve le chemin pour Chauffailles-Gambetta depuis Montchanin,to_from
Trouve le chemin pour Verdun depuis St-Jean-Pied-de-Port,to_from
Trouve le chemin pour Volvic depuis Guéret,to_from
Trouve le chemin pour Annemasse depuis Thesee,to_from
